Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-24 00:00:00-04:00,47.25305254680969,47.92987009873967,47.23923633695292,47.82857894897461,6315968,0.0,0.0
2021-09-27 00:00:00-04:00,47.6213926001421,48.38569209995716,47.59837251201399,48.284400939941406,4292853,0.0,0.0
2021-09-28 00:00:00-04:00,47.97591825033495,48.657341269674546,47.89764371368774,48.47777557373047,4103643,0.0,0.0
2021-09-29 00:00:00-04:00,48.620498145811304,48.9243785116771,47.84238948011503,48.51920700073242,4778211,0.0,0.0
2021-09-30 00:00:00-04:00,48.64351228270653,48.73559606913553,47.28987403810379,47.9022331237793,4859104,0.0,0.0
2021-10-01 00:00:00-04:00,48.15548340154438,48.919782942289075,47.94369026266766,48.70338439941406,3768825,0.0,0.0
2021-10-04 00:00:00-04:00,48.827683003582166,49.06710155679614,48.07719645722085,48.454742431640625,4091805,0.0,0.0
2021-10-05 00:00:00-04:00,48.76322689456157,49.011852798630315,48.219927990193355,48.77243423461914,3353114,0.0,0.0
2021-10-06 00:00:00-04:00,48.15088075271323,48.6665543480473,47.85621111689818,48.57447052001953,3063674,0.0,0.0
2021-10-07 00:00:00-04:00,48.873726216211914,49.486085336152556,48.61128411815585,49.28810501098633,4105024,0.0,0.0
2021-10-08 00:00:00-04:00,49.48609186440288,49.67947027795484,48.00353673332452,48.37187194824219,5286654,0.0,0.0
2021-10-11 00:00:00-04:00,48.39949987235368,48.92898610209569,48.19230870454644,48.43633270263672,2772065,0.0,0.0
2021-10-12 00:00:00-04:00,48.40410918279227,48.58827681438815,47.59837146291651,47.76872634887695,3830579,0.0,0.0
2021-10-13 00:00:00-04:00,47.88843617531741,48.18310577519265,47.400388134448704,47.73649597167969,5377017,0.0,0.0
2021-10-14 00:00:00-04:00,47.99432916915173,49.00725800922574,47.96210174159255,48.80467224121094,3618679,0.0,0.0
2021-10-15 00:00:00-04:00,49.145385437636804,49.71170454711782,48.924384971324116,49.59199523925781,3345024,0.0,0.0
2021-10-18 00:00:00-04:00,49.932707902186024,50.50362894344032,49.817600534020684,50.0247917175293,5004909,0.0,0.0
2021-10-19 00:00:00-04:00,50.278022977922255,51.08376069224705,50.02479161989375,51.01930236816406,7436829,0.0,0.0
2021-10-20 00:00:00-04:00,51.18965559484722,51.553388905416156,50.97786248029983,51.396846771240234,7434461,0.0,0.0
2021-10-21 00:00:00-04:00,51.33698302958082,52.257824484725354,51.13900268850162,52.01840591430664,7329695,0.0,0.0
2021-10-22 00:00:00-04:00,51.95395010599842,52.84256418025759,51.86647170560768,52.73666763305664,5251140,0.0,0.0
2021-10-25 00:00:00-04:00,52.85637605070796,52.948459852608416,51.659279695373016,51.70071792602539,13385424,0.0,0.0
2021-10-26 00:00:00-04:00,51.852656090774715,51.95855263211223,50.71081075399998,50.743038177490234,5858824,0.0,0.0
2021-10-27 00:00:00-04:00,50.54966901515171,50.738442036139,49.68868037776794,49.90507888793945,7104576,0.0,0.0
2021-10-28 00:00:00-04:00,50.535847002504916,50.84432926494462,50.08923731947605,50.68318176269531,6544638,0.0,0.0
2021-10-29 00:00:00-04:00,50.28722060902863,51.49812964848999,50.28722060902863,50.641746520996094,8913619,0.0,0.0
